,landing_page_id,origin,closed,contact_year,contact_month,contact_day
2198,0.14522821576763487,0.3333333333333333,1,1.0,0.09090909090909091,0.13333333333333333
6066,0.6514522821576764,0.3333333333333333,1,1.0,0.2727272727272727,0.1
2135,0.8962655601659751,0.6666666666666666,1,1.0,0.36363636363636365,0.0
6075,0.7178423236514523,0.3333333333333333,1,1.0,0.0,0.06666666666666667
2126,0.7178423236514523,1.0,1,1.0,0.36363636363636365,0.43333333333333335
6077,0.7178423236514523,1.0,1,1.0,0.18181818181818182,0.4
6081,0.7178423236514523,1.0,1,1.0,0.0,0.36666666666666664
6086,0.14522821576763487,0.7777777777777778,1,1.0,0.2727272727272727,0.5666666666666667
2115,0.34439834024896265,0.8888888888888888,1,1.0,0.36363636363636365,0.06666666666666667
2195,0.0,0.3333333333333333,1,0.0,0.6363636363636364,0.9333333333333333
2205,0.7178423236514523,0.3333333333333333,1,1.0,0.09090909090909091,0.6
5903,0.946058091286307,0.3333333333333333,1,1.0,0.18181818181818182,0.26666666666666666
5960,0.14522821576763487,0.6666666666666666,1,1.0,0.18181818181818182,0.9333333333333333
5910,0.946058091286307,0.3333333333333333,1,1.0,0.09090909090909091,0.5333333333333333
2303,0.7095435684647303,0.6666666666666666,1,1.0,0.09090909090909091,0.9
2289,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.16666666666666666
5931,0.27385892116182575,0.6666666666666666,1,1.0,0.09090909090909091,0.7333333333333333
5932,0.27385892116182575,0.6666666666666666,1,1.0,0.2727272727272727,0.3
5943,0.14522821576763487,0.3333333333333333,1,0.0,0.7272727272727273,0.7333333333333333
2269,0.14522821576763487,0.3333333333333333,1,1.0,0.36363636363636365,0.26666666666666666
2262,0.946058091286307,0.3333333333333333,1,1.0,0.18181818181818182,0.23333333333333334
2256,0.27385892116182575,0.6666666666666666,1,1.0,0.09090909090909091,0.6666666666666666
2210,0.9045643153526971,0.2222222222222222,1,1.0,0.18181818181818182,0.9
5963,0.14522821576763487,0.0,1,1.0,0.09090909090909091,0.8
5968,0.5477178423236515,0.8888888888888888,1,0.0,0.8181818181818182,0.4666666666666667
2244,0.6514522821576764,0.3333333333333333,1,1.0,0.18181818181818182,0.03333333333333333
5972,0.14522821576763487,0.0,1,1.0,0.36363636363636365,0.6666666666666666
2238,0.26556016597510373,1.0,1,1.0,0.09090909090909091,0.2
2224,0.14937759336099585,0.6666666666666666,1,1.0,0.09090909090909091,0.8333333333333334
2218,0.14522821576763487,0.3333333333333333,1,1.0,0.36363636363636365,0.8333333333333334
2215,0.6514522821576764,0.3333333333333333,1,1.0,0.0,1.0
1582,0.8547717842323651,1.0,1,1.0,0.09090909090909091,0.03333333333333333
1579,0.11203319502074689,0.6666666666666666,1,1.0,0.36363636363636365,0.6
718,0.14107883817427386,0.6666666666666666,1,1.0,0.09090909090909091,0.7
1178,0.34439834024896265,0.8888888888888888,1,1.0,0.36363636363636365,0.6666666666666666
1072,0.7178423236514523,1.0,1,1.0,0.18181818181818182,0.6333333333333333
7033,0.7178423236514523,1.0,1,0.0,0.9090909090909091,0.5
1060,0.15767634854771784,1.0,1,1.0,0.36363636363636365,0.23333333333333334
7041,0.44398340248962653,0.3333333333333333,1,1.0,0.36363636363636365,0.3
7047,0.6514522821576764,0.6666666666666666,1,0.0,0.8181818181818182,0.36666666666666664
7052,0.7095435684647303,0.6666666666666666,1,1.0,0.18181818181818182,0.2
7056,0.8547717842323651,0.6666666666666666,1,1.0,0.2727272727272727,0.3333333333333333
7061,0.34439834024896265,0.8888888888888888,1,1.0,0.36363636363636365,0.16666666666666666
7064,0.8174273858921162,0.3333333333333333,1,1.0,0.18181818181818182,0.4
1019,0.37344398340248963,0.6666666666666666,1,1.0,0.2727272727272727,0.5333333333333333
1010,0.6514522821576764,0.3333333333333333,1,1.0,0.09090909090909091,0.36666666666666664
1002,0.22406639004149378,0.8888888888888888,1,1.0,0.36363636363636365,0.16666666666666666
995,0.970954356846473,0.6666666666666666,1,1.0,0.2727272727272727,0.6333333333333333
990,0.8174273858921162,0.6666666666666666,1,1.0,0.2727272727272727,0.5
7101,0.7178423236514523,1.0,1,1.0,0.2727272727272727,0.4
7108,0.946058091286307,0.3333333333333333,1,1.0,0.09090909090909091,0.9
978,0.7178423236514523,1.0,1,1.0,0.09090909090909091,0.03333333333333333
7118,0.6804979253112033,0.3333333333333333,1,1.0,0.2727272727272727,0.9666666666666667
962,0.7178423236514523,1.0,1,1.0,0.0,0.7666666666666667
7021,0.14522821576763487,0.3333333333333333,1,1.0,0.0,0.9666666666666667
7019,0.27385892116182575,0.6666666666666666,1,1.0,0.09090909090909091,0.16666666666666666
7017,0.7178423236514523,0.3333333333333333,1,1.0,0.2727272727272727,0.5666666666666667
6966,0.43983402489626555,0.3333333333333333,1,1.0,0.09090909090909091,0.8666666666666667
6936,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.06666666666666667
1167,0.8174273858921162,0.3333333333333333,1,1.0,0.18181818181818182,0.16666666666666666
1165,0.6431535269709544,0.3333333333333333,1,1.0,0.0,0.5
1160,0.14522821576763487,0.3333333333333333,1,1.0,0.36363636363636365,0.36666666666666664
1155,0.27385892116182575,0.6666666666666666,1,1.0,0.09090909090909091,0.36666666666666664
6952,0.7095435684647303,0.6666666666666666,1,1.0,0.18181818181818182,0.6666666666666666
6956,0.8174273858921162,1.0,1,1.0,0.09090909090909091,0.06666666666666667
1143,0.1908713692946058,0.8888888888888888,1,1.0,0.18181818181818182,0.2
1135,0.4190871369294606,0.6666666666666666,1,1.0,0.18181818181818182,0.7333333333333333
1087,0.14522821576763487,0.3333333333333333,1,1.0,0.36363636363636365,0.23333333333333334
1130,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.03333333333333333
6974,0.11203319502074689,0.6666666666666666,1,1.0,0.2727272727272727,0.3
1124,0.946058091286307,0.3333333333333333,1,1.0,0.18181818181818182,0.26666666666666666
6977,0.04564315352697095,0.0,1,1.0,0.09090909090909091,0.8333333333333334
6980,0.13278008298755187,0.3333333333333333,1,1.0,0.36363636363636365,0.03333333333333333
1118,0.8174273858921162,0.0,1,1.0,0.0,0.7
1109,0.8298755186721992,0.6666666666666666,1,1.0,0.36363636363636365,0.6
7008,0.14522821576763487,0.3333333333333333,1,1.0,0.09090909090909091,0.7666666666666667
7129,0.34439834024896265,0.8888888888888888,1,1.0,0.36363636363636365,0.9333333333333333
958,0.8921161825726142,0.2222222222222222,1,1.0,0.36363636363636365,0.03333333333333333
7140,0.7012448132780082,1.0,1,1.0,0.36363636363636365,0.26666666666666666
768,0.7178423236514523,1.0,1,1.0,0.0,0.7333333333333333
830,0.7178423236514523,1.0,1,1.0,0.0,0.06666666666666667
828,0.7178423236514523,1.0,1,1.0,0.09090909090909091,0.9
820,0.4190871369294606,0.6666666666666666,1,1.0,0.18181818181818182,0.7333333333333333
7253,0.8174273858921162,0.6666666666666666,1,0.0,0.9090909090909091,0.3
7266,0.47717842323651455,0.0,1,1.0,0.09090909090909091,0.6333333333333333
7271,0.7178423236514523,1.0,1,1.0,0.09090909090909091,0.5
789,0.27385892116182575,0.6666666666666666,1,1.0,0.36363636363636365,0.7666666666666667
7283,0.6514522821576764,0.3333333333333333,1,1.0,0.0,0.8333333333333334
767,0.12448132780082988,0.0,1,1.0,0.09090909090909091,0.43333333333333335
7234,0.14522821576763487,0.3333333333333333,1,1.0,0.0,0.3
766,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.13333333333333333
7308,0.7178423236514523,1.0,1,1.0,0.0,0.36666666666666664
749,0.34439834024896265,0.8888888888888888,1,1.0,0.2727272727272727,0.1
7334,0.8174273858921162,0.3333333333333333,1,1.0,0.09090909090909091,0.43333333333333335
7337,0.5477178423236515,0.8888888888888888,1,1.0,0.09090909090909091,0.2
727,0.2946058091286307,0.6666666666666666,1,1.0,0.18181818181818182,0.6
725,0.14522821576763487,0.3333333333333333,1,1.0,0.09090909090909091,0.5
7341,0.14522821576763487,0.3333333333333333,1,0.0,1.0,0.13333333333333333
837,0.8962655601659751,0.6666666666666666,1,1.0,0.18181818181818182,0.6333333333333333
7229,0.7178423236514523,0.3333333333333333,1,1.0,0.18181818181818182,0.2
7142,0.8962655601659751,0.6666666666666666,1,0.0,0.6363636363636364,1.0
907,0.7178423236514523,1.0,1,1.0,0.2727272727272727,0.5666666666666667
936,0.11203319502074689,0.3333333333333333,1,1.0,0.2727272727272727,0.13333333333333333
934,0.14522821576763487,0.0,1,1.0,0.09090909090909091,0.6666666666666666
7158,0.14522821576763487,0.3333333333333333,1,1.0,0.0,0.8
926,0.8174273858921162,0.6666666666666666,1,1.0,0.0,0.6
7162,0.8174273858921162,0.0,1,1.0,0.0,0.2
917,0.14522821576763487,0.3333333333333333,1,1.0,0.18181818181818182,0.6
913,0.07883817427385892,1.0,1,1.0,0.09090909090909091,0.6666666666666666
912,0.7178423236514523,1.0,1,0.0,0.8181818181818182,0.5
905,0.14522821576763487,0.2222222222222222,1,1.0,0.2727272727272727,0.8333333333333334
854,0.008298755186721992,1.0,1,1.0,0.2727272727272727,0.3333333333333333
7177,0.7219917012448133,0.3333333333333333,1,1.0,0.18181818181818182,0.03333333333333333
901,0.14522821576763487,1.0,1,1.0,0.0,0.1
896,0.2697095435684647,1.0,1,1.0,0.2727272727272727,0.8333333333333334
7183,0.7178423236514523,1.0,1,0.0,1.0,0.6333333333333333
890,0.7178423236514523,1.0,1,1.0,0.18181818181818182,0.13333333333333333
7190,0.6846473029045643,0.6666666666666666,1,0.0,0.9090909090909091,0.43333333333333335
7198,0.7178423236514523,0.3333333333333333,1,1.0,0.36363636363636365,0.7333333333333333
877,0.14522821576763487,0.6666666666666666,1,1.0,0.09090909090909091,0.16666666666666666
6932,0.14522821576763487,0.6666666666666666,1,1.0,0.36363636363636365,0.23333333333333334
6928,0.8796680497925311,1.0,1,1.0,0.18181818181818182,0.03333333333333333
6577,0.7178423236514523,1.0,1,1.0,0.18181818181818182,0.9333333333333333
1182,0.7178423236514523,1.0,1,1.0,0.36363636363636365,0.2
6663,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.9666666666666667
6665,0.7178423236514523,1.0,1,1.0,0.2727272727272727,0.8
1472,0.4190871369294606,0.6666666666666666,1,1.0,0.0,0.06666666666666667
1466,0.27385892116182575,0.3333333333333333,1,1.0,0.0,0.8333333333333334
6682,0.946058091286307,0.6666666666666666,1,1.0,0.36363636363636365,0.8666666666666667
1462,0.14522821576763487,0.6666666666666666,1,1.0,0.0,0.9333333333333333
1455,0.7178423236514523,0.3333333333333333,1,1.0,0.2727272727272727,0.5333333333333333
1451,0.22821576763485477,0.6666666666666666,1,1.0,0.09090909090909091,0.2
1449,0.8174273858921162,0.3333333333333333,1,1.0,0.18181818181818182,0.4666666666666667
1447,0.5477178423236515,0.8888888888888888,1,1.0,0.09090909090909091,0.5333333333333333
1440,0.8174273858921162,0.3333333333333333,1,1.0,0.18181818181818182,0.06666666666666667
1438,0.8962655601659751,0.3333333333333333,1,1.0,0.0,0.3333333333333333
1430,0.1908713692946058,0.3333333333333333,1,1.0,0.18181818181818182,0.6333333333333333
6711,0.946058091286307,0.2222222222222222,1,1.0,0.36363636363636365,0.7
1424,0.27385892116182575,0.6666666666666666,1,1.0,0.36363636363636365,0.7
6714,0.21991701244813278,0.3333333333333333,1,1.0,0.2727272727272727,0.8
1412,0.14522821576763487,0.3333333333333333,1,1.0,0.36363636363636365,0.7
6736,0.7178423236514523,1.0,1,1.0,0.2727272727272727,0.5666666666666667
6737,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.06666666666666667
1485,0.14937759336099585,0.6666666666666666,1,0.0,1.0,0.8333333333333334
6658,0.8174273858921162,0.0,1,1.0,0.09090909090909091,0.23333333333333334
6644,0.058091286307053944,0.2222222222222222,1,0.0,0.8181818181818182,0.1
6608,0.1825726141078838,0.6666666666666666,1,1.0,0.18181818181818182,0.9
1574,0.14522821576763487,0.3333333333333333,1,1.0,0.18181818181818182,0.9333333333333333
6590,0.7178423236514523,1.0,1,1.0,0.2727272727272727,0.26666666666666666
6591,0.7842323651452282,0.0,1,1.0,0.2727272727272727,0.06666666666666667
1561,0.7178423236514523,1.0,1,1.0,0.0,0.36666666666666664
6592,0.5477178423236515,0.8888888888888888,1,1.0,0.18181818181818182,0.13333333333333333
6598,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.5333333333333333
6601,0.8174273858921162,0.7777777777777778,1,1.0,0.0,0.4
6605,0.991701244813278,0.6666666666666666,1,1.0,0.18181818181818182,0.8
6610,0.8174273858921162,0.3333333333333333,1,1.0,0.36363636363636365,0.5
6642,0.7178423236514523,0.3333333333333333,1,1.0,0.0,0.9333333333333333
1538,0.14522821576763487,0.3333333333333333,1,1.0,0.2727272727272727,0.5
1528,0.27385892116182575,0.3333333333333333,1,1.0,0.2727272727272727,0.1
6624,0.14522821576763487,0.3333333333333333,1,1.0,0.0,0.7333333333333333
1521,0.3941908713692946,0.6666666666666666,1,1.0,0.09090909090909091,0.2
6632,0.14522821576763487,0.3333333333333333,1,1.0,0.0,0.03333333333333333
1513,0.7178423236514523,1.0,1,1.0,0.0,0.1
6637,0.6514522821576764,0.3333333333333333,1,1.0,0.0,0.4666666666666667
6641,0.8423236514522822,0.3333333333333333,1,0.0,0.5454545454545454,0.3333333333333333
6739,0.6514522821576764,0.3333333333333333,1,0.0,1.0,0.8
1393,0.7178423236514523,1.0,1,1.0,0.36363636363636365,0.06666666666666667
1391,0.14522821576763487,0.3333333333333333,1,1.0,0.0,0.8333333333333334
1243,0.975103734439834,0.6666666666666666,1,1.0,0.36363636363636365,0.3333333333333333
1283,0.36099585062240663,0.6666666666666666,1,0.0,0.8181818181818182,0.6
1281,0.7178423236514523,1.0,1,0.0,0.9090909090909091,0.7666666666666667
6840,0.966804979253112,0.3333333333333333,1,1.0,0.09090909090909091,0.6
1276,0.34439834024896265,0.8888888888888888,1,1.0,0.2727272727272727,0.23333333333333334
6846,0.8174273858921162,0.3333333333333333,1,1.0,0.2727272727272727,0.36666666666666664
1270,0.14522821576763487,0.7777777777777778,1,1.0,0.36363636363636365,0.5
6871,0.8879668049792531,1.0,1,1.0,0.18181818181818182,0.6333333333333333
6872,0.8962655601659751,0.3333333333333333,1,1.0,0.0,0.5333333333333333
1239,0.7178423236514523,1.0,1,1.0,0.18181818181818182,0.7333333333333333
6832,0.7178423236514523,1.0,1,1.0,0.2727272727272727,0.36666666666666664
1228,0.34439834024896265,0.8888888888888888,1,1.0,0.2727272727272727,0.4
1227,0.5269709543568465,0.3333333333333333,1,1.0,0.0,0.4666666666666667
6891,0.8174273858921162,0.6666666666666666,1,1.0,0.18181818181818182,0.6
1212,0.14522821576763487,0.3333333333333333,1,1.0,0.18181818181818182,0.7333333333333333
6903,0.7178423236514523,0.3333333333333333,1,1.0,0.18181818181818182,0.13333333333333333
1206,0.27385892116182575,0.8888888888888888,1,1.0,0.2727272727272727,0.5666666666666667
6909,0.7178423236514523,1.0,1,1.0,0.18181818181818182,0.36666666666666664
1196,0.27385892116182575,0.6666666666666666,1,1.0,0.18181818181818182,0.2
6836,0.27385892116182575,0.6666666666666666,1,1.0,0.2727272727272727,0.3333333333333333
1296,0.7178423236514523,1.0,1,1.0,0.36363636363636365,1.0
1389,0.14522821576763487,0.3333333333333333,1,0.0,0.7272727272727273,0.8333333333333334
6793,0.5477178423236515,0.8888888888888888,1,1.0,0.09090909090909091,0.36666666666666664
6757,0.6307053941908713,0.6666666666666666,1,1.0,0.2727272727272727,0.8
6758,0.5311203319502075,0.8888888888888888,1,0.0,0.6363636363636364,0.5
1371,0.8174273858921162,0.8888888888888888,1,1.0,0.09090909090909091,0.4666666666666667
1369,0.2157676348547718,0.3333333333333333,1,1.0,0.36363636363636365,0.9666666666666667
1366,0.27385892116182575,0.6666666666666666,1,1.0,0.18181818181818182,0.4
